error_id	type	error_length	suggestion	is_correct	10_gram_is_suggested	10_gram_score	1_gram_is_suggested	1_gram_score	3_gram_is_suggested	3_gram_score	5_gram_is_suggested	5_gram_score	expected
fold7_4329_ID2146.txt_55_14_14_das	orth: 11 omissions: of double consonants	3	die	0	-1	-9903.05	1	-2.41828	1	-3.68196	1	-3.75423	dass
fold7_4329_ID2146.txt_55_14_14_das	orth: 11 omissions: of double consonants	3	Das	0	-1	-9903.05	1	-2.4268	1	-3.68434	1	-3.77587	dass
fold7_4329_ID2146.txt_55_14_14_das	orth: 11 omissions: of double consonants	3	den	0	-1	-9903.05	1	-2.47549	1	-3.75613	1	-3.85524	dass
fold7_4330_ID2146.txt_56_47_47_das	orth: 11 omissions: of double consonants	3	dass	1	0	0.0	1	-2405.68	1	-2409.65	1	-2409.91	dass
fold7_4330_ID2146.txt_56_47_47_das	orth: 11 omissions: of double consonants	3	dem	0	0	0.0	1	-102.464	1	-103.864	1	-104.028	dass
fold7_4330_ID2146.txt_56_47_47_das	orth: 11 omissions: of double consonants	3	die	0	0	0.0	1	-102.477	1	-103.884	1	-104.041	dass
fold7_4330_ID2146.txt_56_47_47_das	orth: 11 omissions: of double consonants	3	den	0	0	0.0	1	-102.535	1	-103.962	1	-104.146	dass
fold7_4330_ID2146.txt_56_47_47_das	orth: 11 omissions: of double consonants	3	Das	0	0	0.0	1	-102.568	1	-103.985	1	-104.183	dass
fold7_4331_ID2146.txt_57_190_190_das	orth: 11 omissions: of double consonants	3	dass	1	0	0.0	1	-3103.58	1	-3106.5	1	-3106.56	dass
fold7_4331_ID2146.txt_57_190_190_das	orth: 11 omissions: of double consonants	3	dem	0	0	0.0	1	-2405.88	1	-2409.9	1	-2410.27	dass
fold7_4331_ID2146.txt_57_190_190_das	orth: 11 omissions: of double consonants	3	die	0	0	0.0	1	-2405.89	1	-2409.92	1	-2410.28	dass
fold7_4331_ID2146.txt_57_190_190_das	orth: 11 omissions: of double consonants	3	Das	0	0	0.0	1	-2405.95	1	-2409.98	1	-2410.38	dass
fold7_4331_ID2146.txt_57_190_190_das	orth: 11 omissions: of double consonants	3	den	0	0	0.0	1	-2405.95	1	-2410.0	1	-2410.39	dass
fold7_4333_ID2146.txt_59_0_0_Das	orth: 11 omissions: of double consonants	3	Dass	1	0	0.0	1	-2102.7	1	-2105.03	1	-2.91525	Dass
fold7_4333_ID2146.txt_59_0_0_Das	orth: 11 omissions: of double consonants	3	dem	0	0	0.0	1	-2.1896	1	-3.40813	1	-3.44479	Dass
fold7_4333_ID2146.txt_59_0_0_Das	orth: 11 omissions: of double consonants	3	das	0	0	0.0	1	-2.28432	1	-3.48272	1	-3.4774	Dass
fold7_4333_ID2146.txt_59_0_0_Das	orth: 11 omissions: of double consonants	3	Dasselbe	0	0	0.0	1	-2.38867	1	-3.53777	1	-3.6097	Dass
fold7_4333_ID2146.txt_59_80_79_das	orth: 11 omissions: of double consonants	3	d as	0	1	-11803.7	-1	-2.1238	-1	-3.295	-1	-3.33038	dass
fold7_4333_ID2146.txt_59_80_79_das	orth: 11 omissions: of double consonants	3	da s	0	1	-11803.7	-1	-2.1238	-1	-3.295	-1	-3.33038	dass
fold7_4333_ID2146.txt_59_80_79_das	orth: 11 omissions: of double consonants	3	dass	1	-1	-11803.7	1	-2102.7	1	-2105.03	1	-2104.81	dass
fold7_4333_ID2146.txt_59_80_79_das	orth: 11 omissions: of double consonants	3	dem	0	-1	-11803.7	1	-2.1238	1	-3.295	1	-3.33038	dass
fold7_4333_ID2146.txt_59_80_79_das	orth: 11 omissions: of double consonants	3	die	0	-1	-11803.7	1	-2.15827	1	-3.34425	1	-3.37928	dass
fold7_4333_ID2146.txt_59_80_79_das	orth: 11 omissions: of double consonants	3	Das	0	-1	-11803.7	1	-2.16396	1	-3.34444	1	-3.39822	dass
fold7_4333_ID2146.txt_59_80_79_das	orth: 11 omissions: of double consonants	3	den	0	-1	-11803.7	1	-2.20949	1	-3.41284	1	-3.47341	dass
fold7_4539_ID1315.txt_63_82_82_das	orth: 11 omissions: of double consonants	3	da s	0	1	-10703.6	-1	-2.06672	-1	-3.13016	-1	-3.23028	dass
fold7_4539_ID1315.txt_63_82_82_das	orth: 11 omissions: of double consonants	3	d as	0	1	-10703.7	-1	-2.06672	-1	-3.13016	-1	-3.23028	dass
fold7_4539_ID1315.txt_63_82_82_das	orth: 11 omissions: of double consonants	3	s da	0	1	-10703.7	-1	-2.06672	-1	-3.13016	-1	-3.23028	dass
fold7_4539_ID1315.txt_63_82_82_das	orth: 11 omissions: of double consonants	3	dass	1	-1	-10703.6	1	-2.06672	1	-3.13016	1	-3.23028	dass
fold7_4539_ID1315.txt_63_82_82_das	orth: 11 omissions: of double consonants	3	dem	0	-1	-10703.6	1	-2.21754	1	-3.31783	1	-3.51746	dass
fold7_4539_ID1315.txt_63_82_82_das	orth: 11 omissions: of double consonants	3	die	0	-1	-10703.6	1	-2.2277	1	-3.34129	1	-3.53454	dass
fold7_4539_ID1315.txt_63_82_82_das	orth: 11 omissions: of double consonants	3	Das	0	-1	-10703.6	1	-2.24826	1	-3.35744	1	-3.57317	dass
fold7_4539_ID1315.txt_63_82_82_das	orth: 11 omissions: of double consonants	3	den	0	-1	-10703.6	1	-2.2858	1	-3.41382	1	-3.63352	dass
fold7_4609_ID1185.txt_9_23_23_das	orth: 11 omissions: of double consonants	3	da s	0	1	-7102.63	-1	-1.3449	-1	-2.07137	-1	-2.15303	dass
fold7_4609_ID1185.txt_9_23_23_das	orth: 11 omissions: of double consonants	3	d as	0	1	-7102.68	-1	-1.3449	-1	-2.07137	-1	-2.15303	dass
fold7_4609_ID1185.txt_9_23_23_das	orth: 11 omissions: of double consonants	3	s da	0	1	-7102.7	-1	-1.3449	-1	-2.07137	-1	-2.15303	dass
fold7_4609_ID1185.txt_9_23_23_das	orth: 11 omissions: of double consonants	3	dass	1	-1	-7102.63	1	-1.3449	1	-2.07137	1	-2.15303	dass
fold7_4609_ID1185.txt_9_23_23_das	orth: 11 omissions: of double consonants	3	die	0	-1	-7102.63	1	-1.43565	1	-2.20253	1	-2.35858	dass
fold7_4609_ID1185.txt_9_23_23_das	orth: 11 omissions: of double consonants	3	dem	0	-1	-7102.63	1	-1.52057	1	-2.28845	1	-2.47652	dass
fold7_4609_ID1185.txt_9_23_23_das	orth: 11 omissions: of double consonants	3	Das	0	-1	-7102.63	1	-1.53835	1	-2.3129	1	-2.51351	dass
fold7_4609_ID1185.txt_9_23_23_das	orth: 11 omissions: of double consonants	3	den	0	-1	-7102.63	1	-1.59202	1	-2.38838	1	-2.59743	dass
fold7_4643_ID1185.txt_43_0_0_Wen	orth: 11 omissions: of double consonants	3	Wenn	1	0	0.0	1	-2602.9	1	-2605.22	1	-2605.34	Wenn
fold7_4724_ID2358.txt_5_15_15_imer	orth: 11 omissions: of double consonants	4	immer	1	1	-21407.1	1	-3505.65	1	-3509.12	1	-3509.32	immer
fold7_4724_ID2358.txt_5_15_15_imer	orth: 11 omissions: of double consonants	4	im er	0	1	-3101.11	-1	-3505.65	-1	-3509.12	-1	-3509.32	immer
fold7_4724_ID2358.txt_5_15_15_imer	orth: 11 omissions: of double consonants	4	er im	0	1	-3101.24	-1	-3505.65	-1	-3509.12	-1	-3509.32	immer
fold7_4724_ID2358.txt_5_15_15_imer	orth: 11 omissions: of double consonants	4	i mer	0	1	-3101.25	-1	-3505.65	-1	-3509.12	-1	-3509.32	immer
fold7_4724_ID2358.txt_5_15_15_imer	orth: 11 omissions: of double consonants	4	mi er	0	1	-3101.34	-1	-3505.65	-1	-3509.12	-1	-3509.32	immer
fold7_4731_ID2358.txt_12_46_46_imer	orth: 11 omissions: of double consonants	4	immer	1	1	-5701.93	1	-1.09683	1	-1.64201	1	-1.68403	immer
fold7_4731_ID2358.txt_12_46_46_imer	orth: 11 omissions: of double consonants	4	im er	0	1	-4601.44	-1	-1.09683	-1	-1.64201	-1	-1.68403	immer
fold7_4731_ID2358.txt_12_46_46_imer	orth: 11 omissions: of double consonants	4	er im	0	1	-4601.55	-1	-1.09683	-1	-1.64201	-1	-1.68403	immer
fold7_4731_ID2358.txt_12_46_46_imer	orth: 11 omissions: of double consonants	4	i mer	0	1	-4601.59	-1	-1.09683	-1	-1.64201	-1	-1.68403	immer
fold7_4731_ID2358.txt_12_46_46_imer	orth: 11 omissions: of double consonants	4	mi er	0	1	-4601.67	-1	-1.09683	-1	-1.64201	-1	-1.68403	immer
fold7_4758_ID2358.txt_39_119_119_schlim	orth: 11 omissions: of double consonants	6	s chlim	0	1	-11703.9	-1	-0.649125	-1	-1.09687	-1	-1.01118	schlimm
fold7_4758_ID2358.txt_39_119_119_schlim	orth: 11 omissions: of double consonants	6	schlimm	1	-1	-11703.9	1	-0.649125	1	-1.09687	1	-1.01118	schlimm
fold7_4903_ID2289.txt_5_0_0_Das	orth: 11 omissions: of double consonants	3	Da s	0	1	-19305.7	-1	-0.55274	-1	-1.04037	-1	-3304.52	Dass
fold7_4903_ID2289.txt_5_0_0_Das	orth: 11 omissions: of double consonants	3	Dass	1	-1	-19305.7	1	-0.55274	1	-1.04037	1	-3304.52	Dass
fold7_4903_ID2289.txt_5_0_0_Das	orth: 11 omissions: of double consonants	3	dem	0	-1	-19305.7	1	-3302.53	1	-3305.23	1	-3305.07	Dass
fold7_4903_ID2289.txt_5_0_0_Das	orth: 11 omissions: of double consonants	3	das	0	-1	-19305.7	1	-3302.58	1	-3305.26	1	-3305.05	Dass
fold7_4903_ID2289.txt_5_0_0_Das	orth: 11 omissions: of double consonants	3	Dasselbe	0	-1	-19305.7	1	-3302.72	1	-3305.35	1	-3305.23	Dass
fold7_4916_ID2289.txt_18_28_28_das	orth: 11 omissions: of double consonants	3	dass	1	0	0.0	1	-5706.82	1	-5712.19	1	-5712.51	dass
fold7_4916_ID2289.txt_18_28_28_das	orth: 11 omissions: of double consonants	3	dem	0	0	0.0	1	-3.63011	1	-5.70033	1	-5.76612	dass
fold7_4916_ID2289.txt_18_28_28_das	orth: 11 omissions: of double consonants	3	die	0	0	0.0	1	-3.65536	1	-5.7378	1	-5.80048	dass
fold7_4916_ID2289.txt_18_28_28_das	orth: 11 omissions: of double consonants	3	Das	0	0	0.0	1	-3.68919	1	-5.77352	1	-5.86328	dass
fold7_4916_ID2289.txt_18_28_28_das	orth: 11 omissions: of double consonants	3	den	0	0	0.0	1	-3.70211	1	-5.80255	1	-5.88987	dass
fold7_40_ID2184.txt_7_21_21_das	orth: 11 omissions: of double consonants	3	dass	1	0	0.0	1	-1.67295	1	-2.64927	1	-2.78755	dass
fold7_40_ID2184.txt_7_21_21_das	orth: 11 omissions: of double consonants	3	dem	0	0	0.0	1	-1.82453	1	-2.83924	1	-3.07757	dass
fold7_40_ID2184.txt_7_21_21_das	orth: 11 omissions: of double consonants	3	die	0	0	0.0	1	-1.85339	1	-2.88405	1	-3.121	dass
fold7_40_ID2184.txt_7_21_21_das	orth: 11 omissions: of double consonants	3	Das	0	0	0.0	1	-1.8539	1	-2.87554	1	-3.12919	dass
fold7_40_ID2184.txt_7_21_21_das	orth: 11 omissions: of double consonants	3	den	0	0	0.0	1	-1.90534	1	-2.95006	1	-3.21194	dass
fold7_375_ID2085.txt_31_58_58_den	orth: 11 omissions: of double consonants	3	denn	1	0	0.0	1	-4003.51	1	-4006.82	1	-3.98008	denn
fold7_375_ID2085.txt_31_58_58_den	orth: 11 omissions: of double consonants	3	die	0	0	0.0	1	-2.68691	1	-4.09835	1	-4.19376	denn
fold7_375_ID2085.txt_31_58_58_den	orth: 11 omissions: of double consonants	3	dem	0	0	0.0	1	-2.72099	1	-4.11873	1	-4.22073	denn
fold7_375_ID2085.txt_31_58_58_den	orth: 11 omissions: of double consonants	3	der	0	0	0.0	1	-2.72593	1	-4.13622	1	-4.23842	denn
fold7_375_ID2085.txt_31_58_58_den	orth: 11 omissions: of double consonants	3	denen	0	0	0.0	1	-2.78731	1	-4.20602	1	-4.35493	denn
fold7_512_ID2921.txt_6_43_44_den	orth: 11 omissions: of double consonants	3	denn	1	0	0.0	1	-102.257	1	-103.552	1	-103.807	denn
fold7_512_ID2921.txt_6_43_44_den	orth: 11 omissions: of double consonants	3	dem	0	0	0.0	1	-102.28	1	-103.581	1	-103.846	denn
fold7_512_ID2921.txt_6_43_44_den	orth: 11 omissions: of double consonants	3	die	0	0	0.0	1	-102.302	1	-103.624	1	-103.898	denn
fold7_512_ID2921.txt_6_43_44_den	orth: 11 omissions: of double consonants	3	der	0	0	0.0	1	-102.31	1	-103.628	1	-103.9	denn
fold7_512_ID2921.txt_6_43_44_den	orth: 11 omissions: of double consonants	3	das	0	0	0.0	1	-102.325	1	-103.654	1	-103.942	denn
fold7_579_ID2083.txt_14_80_80_den	orth: 11 omissions: of double consonants	3	denn	1	0	0.0	1	-102.373	1	-103.626	1	-103.682	denn
fold7_579_ID2083.txt_14_80_80_den	orth: 11 omissions: of double consonants	3	der	0	0	0.0	1	-1.89387	1	-3.09667	1	-2.99495	denn
fold7_579_ID2083.txt_14_80_80_den	orth: 11 omissions: of double consonants	3	dem	0	0	0.0	1	-1.90463	1	-3.0937	1	-2.99518	denn
fold7_579_ID2083.txt_14_80_80_den	orth: 11 omissions: of double consonants	3	die	0	0	0.0	1	-1.92472	1	-3.13805	1	-3.0481	denn
fold7_579_ID2083.txt_14_80_80_den	orth: 11 omissions: of double consonants	3	das	0	0	0.0	1	-1.96044	-1	-3.0937	1	-3.1138	denn
fold7_579_ID2083.txt_14_80_80_den	orth: 11 omissions: of double consonants	3	denen	0	0	0.0	-1	-1.89387	1	-3.18219	-1	-2.99495	denn
fold7_590_ID2083.txt_25_0_0_Den	orth: 11 omissions: of double consonants	3	Denn	1	0	0.0	1	-0.982418	1	-1.63705	1	-1.56917	Denn
fold7_590_ID2083.txt_25_0_0_Den	orth: 11 omissions: of double consonants	3	der	0	0	0.0	1	-1.18686	1	-1.91574	1	-1.88792	Denn
fold7_590_ID2083.txt_25_0_0_Den	orth: 11 omissions: of double consonants	3	die	0	0	0.0	1	-1.19016	1	-1.92	1	-1.89102	Denn
fold7_590_ID2083.txt_25_0_0_Den	orth: 11 omissions: of double consonants	3	Ich	0	0	0.0	1	-2.10399	1	-2.82815	1	-2.82822	Denn
fold7_590_ID2083.txt_25_0_0_Den	orth: 11 omissions: of double consonants	3	ich	0	0	0.0	1	-2.20801	1	-2.89761	1	-3.04537	Denn
fold7_591_ID2083.txt_26_67_66_den	orth: 11 omissions: of double consonants	3	denn	1	0	0.0	1	-1.74262	1	-2.91172	1	-2.79342	denn
fold7_591_ID2083.txt_26_67_66_den	orth: 11 omissions: of double consonants	3	der	0	0	0.0	1	-103.818	1	-105.642	1	-105.456	denn
fold7_591_ID2083.txt_26_67_66_den	orth: 11 omissions: of double consonants	3	die	0	0	0.0	1	-103.865	1	-105.71	1	-105.542	denn
fold7_591_ID2083.txt_26_67_66_den	orth: 11 omissions: of double consonants	3	dem	0	0	0.0	1	-103.874	1	-105.694	1	-105.525	denn
fold7_591_ID2083.txt_26_67_66_den	orth: 11 omissions: of double consonants	3	das	0	0	0.0	1	-103.9	1	-105.75	1	-105.598	denn
fold7_2352_ID1904.txt_12_42_41_das	orth: 11 omissions: of double consonants	3	dass	1	0	0.0	1	-0.887472	1	-1.44683	1	-1.86156	dass
fold7_2352_ID1904.txt_12_42_41_das	orth: 11 omissions: of double consonants	3	dem	0	0	0.0	1	-1.29587	1	-2.13755	1	-2.22663	dass
fold7_2352_ID1904.txt_12_42_41_das	orth: 11 omissions: of double consonants	3	die	0	0	0.0	1	-1.29867	1	-2.15228	1	-2.23292	dass
fold7_2352_ID1904.txt_12_42_41_das	orth: 11 omissions: of double consonants	3	Das	0	0	0.0	1	-1.31402	1	-2.16221	1	-2.26388	dass
fold7_2352_ID1904.txt_12_42_41_das	orth: 11 omissions: of double consonants	3	den	0	0	0.0	1	-1.34434	1	-2.21212	1	-2.31625	dass
fold7_2375_ID1904.txt_35_110_109_den	orth: 11 omissions: of double consonants	3	denn	1	0	0.0	1	-1.97943	1	-3.30409	1	-3.20722	denn
fold7_2375_ID1904.txt_35_110_109_den	orth: 11 omissions: of double consonants	3	dem	0	0	0.0	1	-2.17242	1	-3.54177	1	-3.50408	denn
fold7_2375_ID1904.txt_35_110_109_den	orth: 11 omissions: of double consonants	3	denen	0	0	0.0	1	-2.20554	1	-3.58249	1	-3.58081	denn
fold7_2375_ID1904.txt_35_110_109_den	orth: 11 omissions: of double consonants	3	der	0	0	0.0	1	-2.21059	1	-3.59432	1	-3.56506	denn
fold7_2375_ID1904.txt_35_110_109_den	orth: 11 omissions: of double consonants	3	die	0	0	0.0	1	-2.22062	1	-3.61037	1	-3.58693	denn
fold7_2626_ID1704.txt_20_53_53_das	orth: 11 omissions: of double consonants	3	dass	1	0	0.0	1	-2102.36	1	-2104.57	1	-2104.41	dass
fold7_2626_ID1704.txt_20_53_53_das	orth: 11 omissions: of double consonants	3	die	0	0	0.0	1	-2102.54	1	-2104.8	1	-2104.74	dass
fold7_2626_ID1704.txt_20_53_53_das	orth: 11 omissions: of double consonants	3	dem	0	0	0.0	1	-2102.56	1	-2104.82	1	-2104.77	dass
fold7_2626_ID1704.txt_20_53_53_das	orth: 11 omissions: of double consonants	3	den	0	0	0.0	1	-2102.59	1	-2104.86	1	-2104.82	dass
fold7_2626_ID1704.txt_20_53_53_das	orth: 11 omissions: of double consonants	3	Das	0	0	0.0	1	-2102.61	1	-2104.87	1	-2104.85	dass
fold7_2631_ID1704.txt_25_28_28_das	orth: 11 omissions: of double consonants	3	dass	1	0	0.0	1	-1.03906	1	-1.6688	1	-1.66743	dass
fold7_2631_ID1704.txt_25_28_28_das	orth: 11 omissions: of double consonants	3	dem	0	0	0.0	1	-104.069	1	-106.064	1	-106.509	dass
fold7_2631_ID1704.txt_25_28_28_das	orth: 11 omissions: of double consonants	3	die	0	0	0.0	1	-104.077	1	-106.077	1	-106.513	dass
fold7_2631_ID1704.txt_25_28_28_das	orth: 11 omissions: of double consonants	3	den	0	0	0.0	1	-104.122	1	-106.141	1	-106.602	dass
fold7_2631_ID1704.txt_25_28_28_das	orth: 11 omissions: of double consonants	3	Das	0	0	0.0	1	-104.142	1	-106.147	1	-106.618	dass
fold7_3045_ID2512.txt_12_20_19_das	orth: 11 omissions: of double consonants	3	dass	1	0	0.0	1	-103.627	1	-105.714	1	-105.882	dass
fold7_3045_ID2512.txt_12_20_19_das	orth: 11 omissions: of double consonants	3	dem	0	0	0.0	1	-1.13109	1	-2.04452	1	-1.94629	dass
fold7_3045_ID2512.txt_12_20_19_das	orth: 11 omissions: of double consonants	3	die	0	0	0.0	1	-1.15122	1	-2.08237	1	-1.98111	dass
fold7_3045_ID2512.txt_12_20_19_das	orth: 11 omissions: of double consonants	3	Das	0	0	0.0	1	-1.17023	1	-2.09406	1	-2.01424	dass
fold7_3045_ID2512.txt_12_20_19_das	orth: 11 omissions: of double consonants	3	den	0	0	0.0	1	-1.22808	1	-2.17616	1	-2.10634	dass
fold7_3709_ID2535.txt_46_39_39_das	orth: 11 omissions: of double consonants	3	dass	1	0	0.0	1	-2401.85	1	-2403.75	1	-2403.62	dass
fold7_3709_ID2535.txt_46_39_39_das	orth: 11 omissions: of double consonants	3	die	0	0	0.0	1	-2202.09	1	-2204.18	1	-2203.98	dass
fold7_3709_ID2535.txt_46_39_39_das	orth: 11 omissions: of double consonants	3	den	0	0	0.0	1	-2202.1	1	-2204.2	1	-2204.02	dass
fold7_3709_ID2535.txt_46_39_39_das	orth: 11 omissions: of double consonants	3	dem	0	0	0.0	1	-2202.12	1	-2204.22	1	-2204.04	dass
fold7_3709_ID2535.txt_46_39_39_das	orth: 11 omissions: of double consonants	3	Das	0	0	0.0	1	-2202.19	1	-2204.3	1	-2204.15	dass
fold7_4321_ID2146.txt_47_116_116_das	orth: 11 omissions: of double consonants	3	dass	1	0	0.0	1	-3.06506	1	-4.82655	1	-4.97354	dass
fold7_4321_ID2146.txt_47_116_116_das	orth: 11 omissions: of double consonants	3	dem	0	0	0.0	1	-3.21984	1	-5.02025	1	-5.26815	dass
fold7_4321_ID2146.txt_47_116_116_das	orth: 11 omissions: of double consonants	3	die	0	0	0.0	1	-3.23992	1	-5.0515	1	-5.29484	dass
fold7_4321_ID2146.txt_47_116_116_das	orth: 11 omissions: of double consonants	3	Das	0	0	0.0	1	-3.27103	1	-5.07951	1	-5.34812	dass
fold7_4321_ID2146.txt_47_116_116_das	orth: 11 omissions: of double consonants	3	den	0	0	0.0	1	-3.28661	1	-5.11396	1	-5.38141	dass
fold7_4327_ID2146.txt_53_24_23_das	orth: 11 omissions: of double consonants	3	etwas	0	0	0.0	1	-101.878	-1	-102.699	-1	-102.798	dass
fold7_4327_ID2146.txt_53_24_23_das	orth: 11 omissions: of double consonants	3	dass	1	0	0.0	1	-101.945	1	-102.699	1	-102.798	dass
fold7_4327_ID2146.txt_53_24_23_das	orth: 11 omissions: of double consonants	3	furchbar	0	0	0.0	1	-101.959	-1	-102.699	-1	-102.798	dass
fold7_4327_ID2146.txt_53_24_23_das	orth: 11 omissions: of double consonants	3	dem	0	0	0.0	1	-102.084	1	-102.8	1	-102.979	dass
fold7_4327_ID2146.txt_53_24_23_das	orth: 11 omissions: of double consonants	3	im das	0	0	0.0	1	-102.086	-1	-102.699	-1	-102.798	dass
fold7_4327_ID2146.txt_53_24_23_das	orth: 11 omissions: of double consonants	3	die	0	0	0.0	-1	-101.878	1	-102.847	1	-103.024	dass
fold7_4327_ID2146.txt_53_24_23_das	orth: 11 omissions: of double consonants	3	Das	0	0	0.0	-1	-101.878	1	-102.873	1	-103.075	dass
fold7_4327_ID2146.txt_53_24_23_das	orth: 11 omissions: of double consonants	3	den	0	0	0.0	-1	-101.878	1	-102.952	1	-103.163	dass
fold7_4908_ID2289.txt_10_30_30_das	orth: 11 omissions: of double consonants	3	dass	1	0	0.0	1	-2.38107	1	-3.78682	1	-3.79902	dass
fold7_4908_ID2289.txt_10_30_30_das	orth: 11 omissions: of double consonants	3	dem	0	0	0.0	1	-2.51913	1	-3.98112	1	-4.07222	dass
fold7_4908_ID2289.txt_10_30_30_das	orth: 11 omissions: of double consonants	3	die	0	0	0.0	1	-2.56315	1	-4.02076	1	-4.13704	dass
fold7_4908_ID2289.txt_10_30_30_das	orth: 11 omissions: of double consonants	3	Das	0	0	0.0	1	-2.56843	1	-4.04018	1	-4.15193	dass
fold7_4908_ID2289.txt_10_30_30_das	orth: 11 omissions: of double consonants	3	den	0	0	0.0	1	-2.61366	1	-4.08886	-1	-3.79902	dass
fold7_4908_ID2289.txt_10_30_30_das	orth: 11 omissions: of double consonants	3	mehr das	0	0	0.0	-1	-2.38107	-1	-3.78682	1	-4.19589	dass
fold1_1129_ID2525.txt_16_15_15_Enzensberger's	orth: 26 missing or incorrect use of apostrophes	14	Enzensbergers	1	1	-9003.95	-1	-2106.96	1	-3.98023	1	-7.21056	Enzensbergers
fold1_1129_ID2525.txt_16_15_15_Enzensberger's	orth: 26 missing or incorrect use of apostrophes	14	Enzensberger '	0	-1	-9003.95	1	-2106.96	1	-2108.52	1	-2113.93	Enzensbergers
fold1_1129_ID2525.txt_16_15_15_Enzensberger's	orth: 26 missing or incorrect use of apostrophes	14	Enzensberger iPods	0	-1	-9003.95	1	-2107.3	1	-2108.86	1	-2114.23	Enzensbergers
fold1_1129_ID2525.txt_16_15_15_Enzensberger's	orth: 26 missing or incorrect use of apostrophes	14	Enzensberger Enzensbergers	0	-1	-9003.95	1	-2107.33	1	-2108.81	-1	-7.21056	Enzensbergers
fold1_1129_ID2525.txt_16_15_15_Enzensberger's	orth: 26 missing or incorrect use of apostrophes	14	Enzensberger Partys	0	-1	-9003.95	1	-2107.44	1	-2108.94	-1	-7.21056	Enzensbergers
fold1_1129_ID2525.txt_16_15_15_Enzensberger's	orth: 26 missing or incorrect use of apostrophes	14	Enzensberger Diskos	0	-1	-9003.95	1	-2107.47	-1	-3.98023	-1	-7.21056	Enzensbergers
fold1_1129_ID2525.txt_16_15_15_Enzensberger's	orth: 26 missing or incorrect use of apostrophes	14	Enzensberger Hobbys	0	-1	-9003.95	1	-2107.49	-1	-3.98023	-1	-7.21056	Enzensbergers
fold1_1129_ID2525.txt_16_15_15_Enzensberger's	orth: 26 missing or incorrect use of apostrophes	14	Enzensberger ' s	0	-1	-9003.95	-1	-2106.96	1	-2108.57	1	-2114.05	Enzensbergers
fold1_1129_ID2525.txt_16_15_15_Enzensberger's	orth: 26 missing or incorrect use of apostrophes	14	Enzensberger Umschreibungen	0	-1	-9003.95	-1	-2106.96	-1	-3.98023	1	-2114.31	Enzensbergers
fold1_1129_ID2525.txt_16_15_15_Enzensberger's	orth: 26 missing or incorrect use of apostrophes	14	Enzensberger nebenher	0	-1	-9003.95	-1	-2106.96	-1	-3.98023	1	-2114.35	Enzensbergers
fold1_1133_ID2525.txt_20_63_63_Enzensberger's	orth: 26 missing or incorrect use of apostrophes	14	Enzensbergers	1	1	-16806.0	-1	-4.73534	1	-2209.88	1	-2216.65	Enzensbergers
fold1_1133_ID2525.txt_20_63_63_Enzensberger's	orth: 26 missing or incorrect use of apostrophes	14	Enzensberger '	0	-1	-16806.0	1	-4.73534	1	-4.21574	1	-7.45421	Enzensbergers
fold1_1133_ID2525.txt_20_63_63_Enzensberger's	orth: 26 missing or incorrect use of apostrophes	14	Enzensberger iPods	0	-1	-16806.0	1	-5.08285	1	-4.56016	1	-7.75774	Enzensbergers
fold1_1133_ID2525.txt_20_63_63_Enzensberger's	orth: 26 missing or incorrect use of apostrophes	14	enzensberger '	0	-1	-16806.0	1	-5.21295	-1	-4.21574	-1	-7.45421	Enzensbergers
fold1_1133_ID2525.txt_20_63_63_Enzensberger's	orth: 26 missing or incorrect use of apostrophes	14	Enzensberger Partys	0	-1	-16806.0	1	-5.22221	1	-4.63768	-1	-7.45421	Enzensbergers
fold1_1133_ID2525.txt_20_63_63_Enzensberger's	orth: 26 missing or incorrect use of apostrophes	14	Enzensberger Diskos	0	-1	-16806.0	1	-5.2511	-1	-4.21574	-1	-7.45421	Enzensbergers
fold1_1133_ID2525.txt_20_63_63_Enzensberger's	orth: 26 missing or incorrect use of apostrophes	14	Enzensberger Hobbys	0	-1	-16806.0	1	-5.26754	-1	-4.21574	-1	-7.45421	Enzensbergers
fold1_1133_ID2525.txt_20_63_63_Enzensberger's	orth: 26 missing or incorrect use of apostrophes	14	Enzensberger ' s	0	-1	-16806.0	-1	-4.73534	1	-4.27319	1	-7.57489	Enzensbergers
fold1_1133_ID2525.txt_20_63_63_Enzensberger's	orth: 26 missing or incorrect use of apostrophes	14	Enzensberger Enzensbergers	0	-1	-16806.0	-1	-4.73534	1	-4.63828	-1	-7.45421	Enzensbergers
fold1_1133_ID2525.txt_20_63_63_Enzensberger's	orth: 26 missing or incorrect use of apostrophes	14	Enzensberger Umschreibungen	0	-1	-16806.0	-1	-4.73534	-1	-4.21574	1	-7.83625	Enzensbergers
fold1_1133_ID2525.txt_20_63_63_Enzensberger's	orth: 26 missing or incorrect use of apostrophes	14	Enzensberger nebenher	0	-1	-16806.0	-1	-4.73534	-1	-4.21574	1	-7.87051	Enzensbergers
fold1_3410_ID2200.txt_20_68_68_Party's	orth: 26 missing or incorrect use of apostrophes	7	Partys	1	1	-9603.41	-1	-5.12918	1	-4.37138	1	-8.15511	Partys
fold1_3410_ID2200.txt_20_68_68_Party's	orth: 26 missing or incorrect use of apostrophes	7	Party '	0	-1	-9603.41	1	-5.12918	1	-4.89197	1	-8.68527	Partys
fold1_3410_ID2200.txt_20_68_68_Party's	orth: 26 missing or incorrect use of apostrophes	7	Party iPods	0	-1	-9603.41	1	-5.35225	1	-5.17864	1	-8.88016	Partys
